id,id_str,full_text,decision
1362491541470781454,1362491541470781440,"@SCi_1_ @PIAccount1 @gummibear737 @RexChapman ""This leads to oceans heating""

93% of global warming is manifested in the 0-2000 m ocean. ACC theory maintains humans must drive the 0-2000 m ocean warming.

Scientists say that CO2 can only radiatively affect the top 0.01 mm of the ocean - 0.049% of the ""skin"" layer.

Explain. https://t.co/vlUUSh2ZsL",enabling context
1362470428351098885,1362470428351098880,"@jillashey 
Great lesson today on coral reefs and how coral bleaching is a problem.  The students continue to learn about being good stewards of the Earth.  Thank you for sharing and for your dedication.",buzz
1362463932334501888,1362463932334501888,Reading up on coral bleaching since it turns out it might be linked to some marine diatom lipid biosynthetic pathways I've been interested in for a long time and then I read this: https://t.co/2UmV83R2st,enabling context
1362452277718564866,1362452277718564864,"Ocean warming is speeding up, with devastating consequences.

Roast first - ship once. https://t.co/SNPOya5whr",desirability
1362439382041563137,1362439382041563136,"Yes - this is because of global warming (specifically, Ocean warming) ... https://t.co/3G991yB5V1",enabling context
1362435055818309635,1362435055818309632,"""#Antarctic #fishes have #evolved under stable, extreme cold temperatures for millions of years... their specialized #phenotypes will likely render them particularly susceptible to future #ocean warming...""

https://t.co/RsrVGGqDYi
ICB issue 6 by @atodgham et al 

#ClimateCrisis https://t.co/EWT8haLxVI",enabling context
1362432842660278281,1362432842660278272,"With help from @kwskenya Corporal Bakari Faiz, who is a peer trainer in coral monitoring under the @SMARTseas network!",buzz
1362427949182554117,1362427949182554112,Bermuda's hurricanes are twice as strong as they were six decades ago: ocean warming is fueling stronger hurricanes // https://t.co/WGitn4JNCL,desirability
1362423444952997892,1362423444952997888,BMB's @Quinn_Labs gives us more information about his fascinating research on coral bleaching. https://t.co/dV1zWKyvcN,buzz
1362418249439313925,1362418249439313920,"""There are estimates that agricultural yield could decline by 50% by 2050&amp;coral bleaching is expected to reduce the availability of seafood.Most of the Pacific communities rely on the sea for their livelihoods and 80% of their protein source is derived from fish &amp; other seafood"" https://t.co/nrhr51eQG7",desirability
1362414061028335616,1362414061028335616,@UofNH researchers are building models that predict what species might be found in the #GulfofMaine in 30 yrs. Read about this work and the work of other UNH scientists studying the impacts of ocean warming. @NHSeaGrant @UNHExtension https://t.co/1SQtcxN6Cf,buzz
1362409024847810564,1362409024847810560,Our contribution to ocean warming (the coffee sector). https://t.co/RVpp6XwwEn https://t.co/oEeVeBp2U1,desirability
1362406334105288704,1362406334105288704,"A look at corals, warm waters and why some survive:
https://t.co/1523q5saYi",enabling context
1362393965178331139,1362393965178331136,"We work in collaboration with researchers and universities to move our mission forward everyday! Read about one of our latest scientific collaborations here: https://t.co/uy6MTrxekl

@nsuhcas",buzz
1362371857811267585,1362371857811267584,"The ocean warming, climate change, pollutant discharge, and substance contamination threaten the global ocean.
Sustainable aquaria becomes essential. 
#friendofthesea certify sustainable aquaria practice :)
#environmental #environment https://t.co/jKsnO33wrE",enabling context
1362220119376674816,1362220119376674816,"Ocean warming data appears to indicate that hell is expanding.
https://t.co/nxGLomLDxD
#wednesdaythought #AshWednesday https://t.co/CRlwkkWjs7",desirability
1362205904339300357,1362205904339300352,"Bermudaâs hurricanes are twice as strong as they were six decades ago, thanks to oceanÂ warming https://t.co/mfdUPHXwqp",desirability
1362176450821042184,1362176450821042176,"Coral bleaching concern as Australiaâs west coast reefs warm up
https://t.co/Ou6zp283u4",enabling context
1362148762618126341,1362148762618126336,"Come work with our team on an exciting project to assess coral restoration! 
@jctaylo4 @CoralConsortium https://t.co/tqmvLKiFN2",invitation
1362146818331713536,1362146818331713536,Learn more about this coral restoration project on our website (3/3): &gt;&gt; https://t.co/gtAvUQdCP4,invitation
1362121947698454528,1362121947698454528,"@OceansClimateCU Scrapping my ""Localized Ship-Induced Ocean Warming and/or Cooling Since 1950"" paper I started this morning...

But seriously, I noticed the ""warmer"" tracks before the ""cooler"" ones. For a brief moment, I wondered if it could be a real signal.",desirability
1362121366317772806,1362121366317772800,"Remember, when someone says ""Everything was so much better when I was young"", the only appropriate response is ""You were a child and knew nothing.""

Unless it's about climate change, rainforest destruction, coral bleaching, mass extinction.....",desirability
1362101709988892673,1362101709988892672,"Listen to @jenstaletovich's excellent story about conservation funding, including coral restoration work. https://t.co/C2Zu7R8YF9",can do
1362098873209139206,1362098873209139200,"Coral bleaching in American Samoa, in the tropical Pacific. 

Coral reefs, which provide food, livelihoods, and storm surge protection for many island communities, are among the natural resources that are very likely to experience severe impacts from less than 2Â°C of warming. https://t.co/VtCSjd0ZgD",enabling context
1362097124993863682,1362097124993863680,@ClimateBen Mass coral bleaching events began in the 1980s.,enabling context
1362095920502964228,1362095920502964224,coral reefs suffer from their own diseases 16% of coral reefs died in the wave of coral bleaching,desirability
1362085730542104579,1362085730542104576,#Coral restoration requires training to ensure #divers are precise and effective when securing #corals to the #reef. Our #diveprograms teach divers how we use tools to safely work within this fragile ecosystem!,buzz
1362077336775127042,1362077336775127040,"âExtinctions and ocean warming canât be fixed no matter how much money future people have, so economics as practiced misses a fundamental aspect of reality.â

Kim Stanley Robinson

The âtragedy of timeâ and why traditional economics canât deal with challenge of climate change.",enabling context
1362043880435298308,1362043880435298304,@BBCbreakingNewt @TonyWoo19346271 @SkyNews @GretaThunberg The tipping point FYI would be current ocean warming causing the same event that occurred over the PETM I.e the release of ocean clathrates,enabling context
1362033514544320515,1362033514544320512,"Really nice new paper on the effects of #ocean #warming on #Antarctic marine #ecosystems from colleagues at @BAS_News led by excellent scientist (but luddite &amp; twitter-phobe, hence my tweet!) Dave Barnes. One for my @UoEGeosStudents as well as colleagues! https://t.co/q3fxC7Asbk",buzz
1362000224080732162,1362000224080732160,The use of pseudo-multivariate standard error to improve the sampling design of coral monitoring programs https://t.co/0tBaARHrzZ,enabling context
1361993406562631683,1361993406562631680,@mentalmal1 @dbirch214 Coastal habitats such as mangroves and wetlands are already being destroyed. Warmer water temperatures are now causing organisms to die. Coral bleaching is already a major problem and has just been increasing https://t.co/hkhEVuzknQ,desirability
1361971975103643649,1361971975103643648,"Our latest WIO Coral bleaching alert shows that heat is building up in the south WIO, warranting a risk level of âmoderate bleachingâ in the region. See full alert https://t.co/J33sLARHev via @yumpu_com",enabling context
1361956042389606400,1361956042389606400,"@Ozesurfer Coral bleaching can extend into deep water, 30m plus. https://t.co/96l91SbTUD.",enabling context
1361951596473585665,1361951596473585664,"16 year old school student Gauri Bhandari from Cairns says 'Here in Cairns, saving the reef is equivalent to saving the economy and thousands of jobs and opportunities for our young people'. https://t.co/crZZv7Zerz https://t.co/Bk9KGJPhrN",enabling context
1361946359255818240,1361946359255818240,":The consequences of ocean warming are particularly concerning, with many families reliant on fragile marine ecosystems for food and an income â and Kiribatiâs greater economy heavily dependent on life underwater.""

https://t.co/1RxNtUKwtS",enabling context
1361938389138763776,1361938389138763776,"Coral bleaching is building again in Western Australia as sea temperatures rise: âThe areas of concern include reefs in the Pilbara, Ningaloo, Shark Bay and the Abrolhos.â https://t.co/IRvW8sgYER",enabling context
1361917523164340224,1361917523164340224,@coralislandgame I really hope this gets funded. I've done coral restoration work and I feel like this could help spread awareness. I'm telling everyone!,buzz
1361911087969406978,1361911087969406976,@cmrtyz @VTNFTL Welcome to global warming. Warming is a misnomer. What it is really is ocean warming where it puts more water into the air and expands the oceans rising it while melting the ice which rises more its an exponential crisis. Bugs pandemics &amp; crazy whether are all part of it,desirability
1361904481055703042,1361904481055703040,Researchers use a new imagery device that allows them to understand how coral reefs survive and how their symbiotic interactions with algae change as temperature increases.  This also allows them to understand coral bleaching. https://t.co/nAsPdYVw3N via @Christi59942691,buzz
1361875787310198793,1361875787310198784,@EODTEC89 Climate change affects many of Earthâs upper atmosphere jet streams by causing air and ocean warming over long periods of time. This weather event was due to a weak polar jet stream.,enabling context
1361864928823500801,1361864928823500800,Coral bleaching concern as Australiaâs west coast reefs warm up https://t.co/OH1xrA7EWz #climatechange #coralbleaching #coralreefs #environment #greatbarrierreefaustralia #oceans #westernaustralia #australiantimes,enabling context
1361854791228428290,1361854791228428288,"@ProfTerryHughes @ProfTerryHughes do you think we can have a stable living reef if we limit warming to 1.5C, noting that ocean warming will continue for decades once surface temp stabilises?  Iâm guessing that if we blow past 2C weâll lose much of the living reef.",desirability
1361835248284278786,1361835248284278784,Only in the past decade have researchers begun to develop science-based coral restoration strategies in earnest. https://t.co/H4VOnKEk1j,enabling context
1361831399414779904,1361831399414779904,"NSU &amp; Coral Restoration Foundationâ¢ Join Forces to Save Coral Diversity
https://t.co/Xff6G7Gn5n",invitation
1361830151525339136,1361830151525339136,"@AnnieLeymarie @keithalexander @GlobalEcoGuy @coonavass @ryankatzrosene @GarrettBroad @howarth_cornell @civiltalker @NicholasDCarter Itâs a stock/flow dynamic issue. If CH4 becomes steady in the atmos it gives us a stable climate, maybe too hot. But thereâs heat and thereâs warming. We need increasing GHGs to get land surface warming. Ocean warming is on a different timescale. Is that wrong?",desirability
1361828113370537989,1361828113370537984,Coral restoration helps all of us thrive- humans too! https://t.co/nMDXwnXgTY,enabling context
1361812424345665538,1361812424345665536,"@DavePlansky @BenAlfveby @SportTheory101 @weatherchannel Climate change involves much more than just increased temps. Coral bleaching and the collapse of fish stocks are related to increased seawater temps, but few would acknowledge bleaching as indicative of climate change.",enabling context
1361811512113983492,1361811512113983488,Research corrects decades of data and suggests that ocean warming occurred in a much more homogenous way -- https://t.co/7jjFjihPWi - https://t.co/qXKsll0PSl - #EditorsPicks,enabling context
1361785106994716676,1361785106994716672,"Cleves is developing new ways to probe the symbiotic relationship between corals &amp; the photosynthetic algae they host. The algae supply nutrients crucial for coral survival, but ocean warming caused by human activity is causing a breakdown of this exchange.

Learn more ð https://t.co/uctMpPJYMK",buzz
1361723569789669376,1361723569789669376,@Wolkepedia @AltHistoryHub No... The ocean warming the atmosphere in the Arctic pushes the cold air down south. Same thing that happened in Spain a couple of weeks ago.,enabling context
1361713806204895236,1361713806204895232,".@GovRonDeSantis - check it: Two ""heavy hitters"" - @nsuhcas &amp; @coralcrf joining forces to help save Florida's coral reefs! Come on down and check it out!

https://t.co/bfIMZHJuAM",invitation
1361713498292707328,1361713498292707328,".@SunSentinel .@MiamiHerald .@FloridaKeys .@KeyWestCitizen .@WPLGLocal10 .@wsvn .@CBSMiami .@nbc6 - check it: @nsuhcas &amp; @coralcrf joining forces on new project to help save Florida's coral reefs!

https://t.co/bfIMZHJuAM",invitation
1361712254392143872,1361712254392143872,".@LouisWPLG - hey buddy, check it! NSU and CRF joining forces to help safe our coral reefs! Great story op for ya! @coralcrf @nsuhcas @NSUFlorida #CoralReefs #CoralReefRestoration

https://t.co/bfIMZHJuAM",invitation
1361692444472057859,1361692444472057856,"100 Yards of Hope: a multi-year coral restoration project aims at reseeding a football field-sized area off Biscayne Bay with multiple species of endangered corals. 

https://t.co/1BpiKqNvM8",buzz
1361674489772310530,1361674489772310528,"Sargassum life. Thanks to @FOH_Belize coral restoration practitioner Victor Faux. Know they are outplanting corals today. So, love these clips they capture while doing that work. https://t.co/wb68BFMt8i",buzz
1361649946550673416,1361649946550673408,"A super-algae to save our seas? Genetic engineering species to save corals
https://t.co/68BTgDfkER
Solutions to climate change, and particularly its effects on the ocean, are needed now more than ever. Coral bleaching caused by climate change is a huge threat to coral reefs. https://t.co/l37t8f35IA",buzz
1361595177488420867,1361595177488420864,"Im so tired of seeing the ""global warming!? Hurr Durr"" posts on Texas getting a blizzard. Yes actually, global ocean warming displacing the Arctic Jetstream does in fact lead to chaotic amounts of snow in typically warmer southern areas and sub zero polar vortex in the Midwest.",desirability
1361580238900105218,1361580238900105216,"@Zaziemuse Hii! Gonna take this opportunity to work on a series that's been on my mind! I love corals, and want give back to the reefs. This series of 5x1/1s will represent threatened species of Acropora, modeled by me. Will be donating a portion of sales to coral bleaching research! ððð https://t.co/YwOCfpC7eJ",buzz
1361566347705090049,1361566347705090048,"Century-Old HMS Challenger Expedition Data Helps Confirm Ocean Warming - Wednesday 29th May 2013 1:43 pm
#Science #ClimateChange #Environment #Jpl #Nasa #Oceanography #UniversityOfTasmania
https://t.co/A0WkPHyOex",enabling context
1361545302625427456,1361545302625427456,You shouldn't manage durable collaborations and intercept NGOs to sequester sustainable coral bleaching. Don't pollute!,can do
1361518677926043649,1361518677926043648,Sophia's New 1-min Conservation video: Coral Bleaching (Spanish captions) https://t.co/sI1BIaDN6L @Sharks4Kids @SeekTheMEEC @NGKids @mcmsharksxx @FLSEAGRANT_BAY @MiamiWaterkpr @sharktagging @DEscontrela @TheWDHOF,enabling context
1361480665070411776,1361480665070411776,"How scientists might have unlocked the key to identify heat-resistant corals

âRight away we could tell the corals that had bleached or had not bleached were totally different in their biochemistry.â 

https://t.co/U5wAJd0LEx

@Quinn_Labs @uhmanoa @michiganstateu @GatesCoralLab",enabling context
1361439070241624068,1361439070241624064,"Warming Oceans Pose a Threat to Baby Sharks

From The Weather Channel iPhone App https://t.co/31oKkL29gz https://t.co/tDC26olrAb",desirability
1361408970473107457,1361408970473107456,"Here in Hawaii we are already seeing coral bleaching due to ocean warming. 

Should this continue unabated, millions if not billions that rely on the oceans would be at risk. https://t.co/jUEGAe7kcZ",desirability
1361370877594660867,1361370877594660864,"@AdrianD83 @SteveHofstetter Coral bleaching has already begun, and by 2050 it will be too late",desirability
1361314570049052677,1361314570049052672,Impaired antioxidant defenses and DNA damage in the European glass eel (Anguilla anguilla) exposed to ocean warming andÂ acidification https://t.co/BkIOUeRYul,enabling context
1361301562170224642,1361301562170224640,"As oceans get hotter, corals also become heat-stressed and expel the algae that live on their skeletons, resulting in coral bleaching events that can wipe out entire reefs. This destroys the habitat that supports a quarter of all marine life.
#dontbegreedybegreen
#greenweek2021",enabling context
1361281813474398208,1361281813474398208,Recent water mass changes reveal mechanisms of ocean warming - https://t.co/h25KPP9usm #NERCpapers,enabling context
1361224244206723073,1361224244206723072,@DanielFrikandel @OnnoLemckert @aadvanuffelen @Rob_Roos âMy issues relate specifically to the aerial surveys of coral bleaching by Terry Hughes from which it has been concluded that the Great Barrier Reef is half dead.â https://t.co/RDaiMymVGR,enabling context
1361116289792638979,1361116289792638976,"@Brando27564321 @DaveCaulfield_ Due to ocean warming, great whites are now swimming in Maine waters. We had our first fatality here. 
If you don't realize that climate change is a real problem, I suggest you donate your brain to science for testing. Maybe we can learn how to better manage low information zones. https://t.co/k3phPM4ZfV",desirability
1360996383113818113,1360996383113818112,Kicking off our incredibly somber Valentineâs Day by watching a documentary on coral bleaching and crying,desirability
1360988890962788355,1360988890962788352,"Half of the Great Barrier Reef has been bleached to death. Mass coral bleaching, a global problem triggered by climate change, occurs when unnaturally hot ocean water destroys a reef's colorful algae, leaving the coral to starve and die off. https://t.co/TYibXw0p1U",desirability
